name,category_name,subcategory_name,type_name
Pediatric First Aid,Health Care,First Aid,Specialized Skill
Pediatric Home Health Care,Health Care,Home Health Care and Assisted Living,Specialized Skill
Pediatric Intensive Care Unit,Health Care,Emergency and Intensive Care,Specialized Skill
Pediatric Nursing,Health Care,Nursing and Patient Care,Specialized Skill
Pediatric Nursing (PED-BC),Health Care,Pediatrics,Certification
Pediatric Oncology,Health Care,Oncology,Specialized Skill
Pediatric Primary Care Mental Health Specialist (PMHS),Health Care,Mental and Behavioral Health Specialties,Certification
Pediatric Primary Care Nurse Practitioner (PPCNP-BC),Health Care,Pediatrics,Certification
Pediatric Radiology,Health Care,Medical Imaging,Specialized Skill
Pediatric Surgery,Health Care,Surgery,Specialized Skill
Pediatrics,Health Care,Pediatrics,Specialized Skill
Pediculosis,Health Care,Dermatology,Specialized Skill
Pedicure,Personal Care and Services,Beauty and Body Treatments and Alterations,Specialized Skill
Pedigree Analysis,Science and Research,Genetics,Specialized Skill
Pedology,Science and Research,Earth and Space Science,Specialized Skill
Peening,Manufacturing and Production,Manufacturing Processes,Specialized Skill
Peer Review,"Law, Regulation, and Compliance",Quality Assurance and Control,Specialized Skill
Peer Support,Health Care,Mental Health Therapies,Specialized Skill
Peer To Peer Remote Copy,Information Technology,Distributed Computing,Specialized Skill
Peer-To-Peer,Information Technology,Distributed Computing,Specialized Skill
Peering (Computer Networking),Information Technology,General Networking,Specialized Skill
Pega Certified Business Architect,Architecture and Construction,Architectural Design,Certification
Pega Certified Decisioning Consultant,Business,Pricing Analysis,Certification
Pega Certified Lead System Architect,Information Technology,Enterprise Application Management,Certification
Pega Certified Senior System Architect,Information Technology,Database Architecture and Administration,Certification
Pega Certified System Architect,Information Technology,System Design and Implementation,Certification
Pega PRPC,Business,Business Solutions,Specialized Skill
Pega Robotics Software,Information Technology,IT Automation,Specialized Skill
Pelco (Security System),Public Safety and National Security,Safety and Surveillance Technology,Specialized Skill
Pelet Welding,Manufacturing and Production,"Welding, Brazing, and Soldering",Specialized Skill
Pelletizing,Manufacturing and Production,Manufacturing Processes,Specialized Skill
Pelvic Examination,Health Care,General Medical Tests and Procedures,Specialized Skill
Pelvic Floor Rehabilitation,Health Care,Physical Therapy,Specialized Skill
Pelvic Health,Health Care,General Medicine,Specialized Skill
Pelvic Surgery,Health Care,Surgery,Specialized Skill
PenFed Policy,Finance,Banking Services,Specialized Skill
Penetration Testing,Information Technology,Cybersecurity,Specialized Skill
PennyLane,Information Technology,Software Development Tools,Specialized Skill
Penology,"Law, Regulation, and Compliance",Law Enforcement and Criminal Justice,Specialized Skill
Pension Accounting,Human Resources,Compensation and Benefits,Specialized Skill
Pension Funds,Finance,Investment Management,Specialized Skill
Pentaho Data Integration,Information Technology,"Extraction, Transformation, and Loading (ETL)",Specialized Skill
Pentium,Information Technology,Computer Hardware,Specialized Skill
People Analytics,Business,People Management,Specialized Skill
People Capability Maturity Model,Business,People Management,Specialized Skill
People Management,Business,People Management,Common Skill
People Oriented,Physical and Inherent Abilities,Social Skills,Common Skill
People Services,Business,People Management,Specialized Skill
PeopleCode,Information Technology,Other Programming Languages,Specialized Skill
PeopleSoft 8,Business,Business Solutions,Specialized Skill
PeopleSoft Accounting,Finance,Accounting and Finance Software,Specialized Skill
PeopleSoft Administration,Information Technology,Database Architecture and Administration,Specialized Skill
PeopleSoft Applications,Business,Business Operations,Specialized Skill
PeopleSoft Benefits Administration,Human Resources,Compensation and Benefits,Specialized Skill
PeopleSoft Billing,Finance,Accounting and Finance Software,Specialized Skill
PeopleSoft Customer Relationship Management (CRM),Business,Customer Relationship Management (CRM),Specialized Skill
PeopleSoft Distribution,"Transportation, Supply Chain, and Logistics",Supply Chain Management,Specialized Skill
PeopleSoft Enterprise Contracts,Finance,Accounting and Finance Software,Specialized Skill
PeopleSoft Enterprise Manufacturing Solution,"Transportation, Supply Chain, and Logistics",Logistics,Specialized Skill
PeopleSoft Enterprise Payables,Finance,Accounting and Finance Software,Specialized Skill
PeopleSoft Enterprise Pension Administration,Information Technology,Enterprise Application Management,Specialized Skill
PeopleSoft Enterprise PeopleTools,Business,Business Operations,Specialized Skill
PeopleSoft Enterprise Receivables,Finance,Accounting and Finance Software,Specialized Skill
PeopleSoft Financial Management,Finance,Accounting and Finance Software,Specialized Skill
PeopleSoft Payables,Finance,Accounting and Finance Software,Specialized Skill
PeopleSoft Planning And Budgeting,Finance,Budget Management,Specialized Skill
PeopleSoft Project Portfolio Management,Analysis,Business Intelligence Software,Specialized Skill
Peopleclick,Human Resources,Human Resources Software,Specialized Skill
Peoplesoft Application Designer,Information Technology,Software Development Tools,Specialized Skill
Peoplesoft Application Engine,Human Resources,Human Resources Software,Specialized Skill
Peoplesoft Asset Management,Finance,Accounting and Finance Software,Specialized Skill
Peoplesoft Campus Solutions,Education and Training,Higher Education,Specialized Skill
Peoplesoft Demand Planning,"Transportation, Supply Chain, and Logistics",Supply Chain Management,Specialized Skill
Peoplesoft EProcurement,"Transportation, Supply Chain, and Logistics",Procurement,Specialized Skill
Peoplesoft Enterprise Performance Management,Business,Performance Management,Specialized Skill
Peoplesoft Erecruit,Human Resources,Human Resources Software,Specialized Skill
Peoplesoft Expenses,Finance,Financial Analysis,Specialized Skill
Peoplesoft Human Resources,Human Resources,Human Resources Software,Specialized Skill
Peoplesoft Integration Broker,Information Technology,Middleware,Specialized Skill
Peoplesoft Internet Architecture,Information Technology,Database Architecture and Administration,Specialized Skill
Peoplesoft Inventory,"Transportation, Supply Chain, and Logistics",Inventory and Warehousing,Specialized Skill
Peoplesoft Order Management,Business,Business Operations,Specialized Skill
Peoplesoft People Tools,Information Technology,Enterprise Application Management,Specialized Skill
Peoplesoft Purchasing,Finance,Billing and Invoicing,Specialized Skill
Peoplesoft Query,Human Resources,Human Resources Software,Specialized Skill
Peoplesoft Resource Management,Human Resources,Human Resources Software,Specialized Skill
Peoplesoft Security,Information Technology,Cybersecurity,Specialized Skill
Peoplesoft Training,Human Resources,Human Resources Software,Specialized Skill
Peoplesoft Travel And Expense Management,Finance,Accounting and Finance Software,Specialized Skill
Peoplesoft Upgrade,Information Technology,Enterprise Application Management,Specialized Skill
Peoplesoft Vantive (Software),Finance,Financial Analysis,Specialized Skill
Peoplesoft nVision,Finance,Financial Analysis,Specialized Skill
Pepper Spray,Public Safety and National Security,Safety and Security,Specialized Skill
Peptide Synthesis,Science and Research,Chemistry,Specialized Skill
Per-Pixel Lighting,Media and Communications,Photo/Video Production and Technology,Specialized Skill
Perceptron,Information Technology,Artificial Intelligence and Machine Learning (AI/ML),Specialized Skill
Perceptual Mapping,Marketing and Public Relations,Market Analysis,Specialized Skill
Percolation Tests,Engineering,Geological Engineering,Specialized Skill
Percoll,Science and Research,"Molecular, Cellular, and Microbiology",Specialized Skill
Percona Xtrabackup (Software),Information Technology,Backup Software,Specialized Skill
Percussion Instruments,"Performing Arts, Sports, and Recreation",Music,Specialized Skill
Percutaneous Coronary Intervention,Health Care,Cardiology,Specialized Skill
Percutaneous Endoscopic Gastrostomy,Health Care,General Medical Tests and Procedures,Specialized Skill
Percutaneous Nephrolithotomy,Health Care,Nephrology,Specialized Skill
Percutaneous Procedures,Health Care,Surgery,Specialized Skill
Percutaneous Umbilical Cord Blood Sampling,Health Care,Blood Collection,Specialized Skill
Percutaneous Vertebroplasty,Health Care,Orthopedics,Specialized Skill
PerfectDisk,Information Technology,Systems Administration,Specialized Skill
Perfmon,Information Technology,Systems Administration,Specialized Skill
Perforated Hardboard,Manufacturing and Production,Computer-Aided Manufacturing,Specialized Skill
Perforation,Manufacturing and Production,Manufacturing Processes,Specialized Skill
Perforce,Information Technology,Version Control,Specialized Skill
Performance Analysis,"Law, Regulation, and Compliance",Quality Assurance and Control,Specialized Skill
Performance Analytics,Business,Process Improvement and Optimization,Specialized Skill
Performance Application Programming Interface,Information Technology,Application Programming Interface (API),Specialized Skill
Performance Appraisal,Business,Performance Management,Specialized Skill
Performance Attribution,Finance,Financial Analysis,Specialized Skill
Performance Auditing,"Law, Regulation, and Compliance",Quality Assurance and Control,Specialized Skill
Performance Based Contracting,Business,Contract Management,Specialized Skill
Performance Bond,Finance,Banking Services,Specialized Skill
Performance Coaching,Human Resources,Employee Training,Specialized Skill
